death (maraṇa)	inevitability of	SN3.3
death (maraṇa)	inevitability of	SN3.22
death (maraṇa)	inevitability of	SN3.25
death (maraṇa)	inevitability of	Snp3.8
death (maraṇa)	inevitability of	SN4.9
death (maraṇa)	inevitability of	Thag6.13
death (maraṇa)	inevitability of	AN7.74
death (maraṇa)	King of	SN4.25
death (maraṇa)	King of	SN9.7
death (maraṇa)	mindfulness of	AN6.19
death (maraṇa)	mindfulness of	AN6.20
death (maraṇa)	by murder	Ud4.3
death (maraṇa)	overcome grief of	Snp3.8
death (maraṇa)	as part of right view	MN9
death (maraṇa)	perception of	AN7.49
death (maraṇa)	perception of as beneficial	AN7.49
death (maraṇa)	reaction to hearing about	SN47.13
death (maraṇa)	reaction to hearing about	SN47.14
death (maraṇa)	realm of death (maccudheyya)	SN1.9
death (maraṇa)	realm of death (maccudheyya)	SN1.34
death (maraṇa)	realm of death (maccudheyya)	SN1.38
death (maraṇa)	realm of death (maccudheyya)	SN4.24
death (maraṇa)	realm of death (maccudheyya)	MN34
death (maraṇa)	reason to make merit	SN3.25
death (maraṇa)	reason to make merit	Ud5.2
death (maraṇa)	of relative	Ud2.7
death (maraṇa)	of relative	Thig3.5
death (maraṇa)	of relative	AN5.49
death (maraṇa)	of relative	Thig6.1
death (maraṇa)	of relative	Ud8.8
death (maraṇa)	of relative	SN21.11
death (maraṇa)	subject to	MN26
death (maraṇa)	universality of	AN5.48
deathbed	conversation uppon	SN41.10
deathbed	conversation uppon	MN143
King of death		xref death (maraṇa)
realm of death (maccudheyya)		xref death (maraṇa)
loving-kindness (mettā)		Snp1.8
loving-kindness (mettā)		AN3.63
loving-kindness (mettā)		Ud5.1
loving-kindness (mettā)		MN7
loving-kindness (mettā)		AN9.22
loving-kindness (mettā)		Kp9
loving-kindness (mettā)		AN10.219
loving-kindness (mettā)		AN10.220
loving-kindness (mettā)		AN11.16
loving-kindness (mettā)		MN40
loving-kindness (mettā)		SN42.13
loving-kindness (mettā)		MN55
loving-kindness (mettā)		MN62
loving-kindness (mettā)		MN93
loving-kindness (mettā)		MN96
loving-kindness (mettā)		MN119
loving-kindness (mettā)		xref friendship
loving-kindness (mettā)	to abandon enmity	SN10.4
loving-kindness (mettā)	to abandon hatred	AN6.107
loving-kindness (mettā)	to abandon ill-will	AN1.17
loving-kindness (mettā)	to abandon ill-will	AN3.68
loving-kindness (mettā)	to abandon ill-will	AN9.1
loving-kindness (mettā)	to abandon ill-will	AN9.3
loving-kindness (mettā)	to abandon ill-will	SN46.51
loving-kindness (mettā)	to abandon resentment	AN5.161
loving-kindness (mettā)	under abuse	MN21
loving-kindness (mettā)	under abuse	MN50
loving-kindness (mettā)	as accompanying enlightenment factor	SN46.54
loving-kindness (mettā)	in action	MN31
loving-kindness (mettā)	in action	MN33
loving-kindness (mettā)	in action	MN48
loving-kindness (mettā)	in action	MN104
loving-kindness (mettā)	in action	MN128
loving-kindness (mettā)	as a basis for insight	MN52
loving-kindness (mettā)	benefits of	AN8.1
loving-kindness (mettā)	benefits of	AN11.15
loving-kindness (mettā)	as cause for rebirth	AN7.62
loving-kindness (mettā)	as conditioned	MN52
loving-kindness (mettā)	as factor of uposatha	AN9.18
loving-kindness (mettā)	for a fingersnap	AN1.53
loving-kindness (mettā)	for a fingersnap	AN1.54
loving-kindness (mettā)	for a fingersnap	AN1.55
loving-kindness (mettā)	to gain the four assurances	AN3.65
loving-kindness (mettā)	grounds for making merit	Iti22
loving-kindness (mettā)	grounds for making merit	Iti27
loving-kindness (mettā)	as immeasurable deliverance	MN43
loving-kindness (mettā)	as immeasurable deliverance	MN127
loving-kindness (mettā)	liberation of mind by	AN1.17
loving-kindness (mettā)	liberation of mind by	AN3.68
loving-kindness (mettā)	liberation of mind by	AN6.13
loving-kindness (mettā)	liberation of mind by	AN8.1
loving-kindness (mettā)	liberation of mind by	AN8.63
loving-kindness (mettā)	liberation of mind by	SN20.3
loving-kindness (mettā)	liberation of mind by	SN20.4
loving-kindness (mettā)	liberation of mind by	SN20.5
loving-kindness (mettā)	liberation of mind by	SN42.8
loving-kindness (mettā)	liberation of mind by	SN46.54
loving-kindness (mettā)	like a conch blower	DN13
loving-kindness (mettā)	like a conch blower	SN42.8
loving-kindness (mettā)	measureless liberation of mind	SN41.7
loving-kindness (mettā)	more fruitful than giving	SN20.4
loving-kindness (mettā)	as a path to brahma world	AN4.125
loving-kindness (mettā)	as a path to brahma world	AN4.126
loving-kindness (mettā)	as a path to brahma world	DN13
loving-kindness (mettā)	as a path to brahma world	MN 83
loving-kindness (mettā)	as a path to brahma world	MN97
loving-kindness (mettā)	as a path to brahma world	MN99
loving-kindness (mettā)	as principle of cordiality	AN6.12
loving-kindness (mettā)	as principle of cordiality	AN11.11
loving-kindness (mettā)	as principle of cordiality	AN11.12
loving-kindness (mettā)	as a protection	AN3.67
loving-kindness (mettā)	as a protection	SN20.3
loving-kindness (mettā)	as a protection	SN20.5
loving-kindness (mettā)	as the state of a brahmā	AN4.190
loving-kindness (mettā)	to weaken fetters	AN8.1
Dhamma discussion		AN5.146
false speech	definition	DN2
false speech	for the sake of gain	SN17.11–20
false speech	for the sake of gain	SN17.37–43
false speech	for the sake of gain	SN3.7
false speech	regret over	SN42.8
false speech	results	AN8.40
false speech	results of	SN42.8
false speech	caused by unwholesome root	AN3.69
false speech	likely when talking a lot	AN5.214
false speech	praised by some	SN42.13
false speech	no one likes to be lied to	SN55.7
false speech		Iti25
harsh speech	definition	DN2
harsh speech	results of	AN8.40
harsh speech		AN3.28
harsh speech		AN5.214
harsh speech		xref speech
listening to Dhamma		AN5.146
listening to Dhamma		AN5.147
lying		xref false speech
speaking truth		AN3.28
speaking truth		AN3.69
speech	about oneself	AN4.73
speech	about others	AN4.73
admonishment		AN10.44
speech	volition and	AN10.217
speech		xref answering questions
answering questions		AN4.42
speech	beneficial	AN5.198
speech	beneficial	MN58
speech	best kind of	Thag21.1
speech	blameless	AN5.198
boasting		AN10.85
speech	covert	MN139
criticizing noble ones		SN6.9
criticizing noble ones		SN6.10
speech	declarations	AN4.217
speech	declarations	AN4.218
speech	declarations	AN4.250–53
speech	declarations	AN8.68–9
speech		xref defamation
defamation		SN6.9
speech	denigration	AN4.84
speech	Dhamma	AN3.69
speech		xref disputes
disputes	about Dhamma	SN22.3
disputes	about Dhamma	SN56.9
speech		xref divisive speech
divisive speech		AN5.214
divisive speech	results of	AN8.40
divisive speech	definition	DN2
speech	factor for rebirth	AN4.82
speech	factor for rebirth	AN4.83
speech	factor for rebirth	AN10.211
speech	factors of well spoken	AN5.198
speech	four kinds of bad	AN5.148
speech	four kinds of good	AN5.149
speech	gentle	AN5.198
speech	gentle	AN5.214
speech	good and bad	SN1.78
speech	good conduct	AN4.221
speech	good conduct	AN4.222
speech	harmless	SN8.5
speech	harmless	Thag21.1
speech	harmless	Snp3.3
speech	keeping silent	Ud2.2
speech	lewd	Thag21.1
speech	local language	MN139
speech	non-Dhamma	AN3.69
speech	non-divisive	AN5.214
speech	of a Buddha	MN58
speech	on Dhamma	SN8.5
speech	on Dhamma	Snp3.3
speech	praise and dispraise	AN4.3
speech	praise and dispraise	AN4.83
speech	praise and dispraise	AN4.100
speech	praise and dispraise	AN5.116–120
speech	praise and dispraise	AN5.236–38
speech	praise and dispraise	SN6.9
speech	qualifying	MN58
speech	qualifying	MN139
speech	reflecting on	MN61
speech	reflecting on	AN10.44
speech	restraint	DN2
speech		xref right speech (sammāvācā)
right speech (sammāvācā)		AN10.176
right speech (sammāvācā)		AN10.211
right speech (sammāvācā)		xref Noble Eightfold Path
right speech (sammāvācā)		MN60
right speech (sammāvācā)		MN117
right speech (sammāvācā)		MN141
right speech (sammāvācā)	abolishes wrong speech	MN117
right speech (sammāvācā)	definition	SN45.8
speech	self purification through	AN10.176
speech	sharp	MN139
speech	simile of axe	SN6.9
speech	simile of dung	AN3.28
speech	simile of flowers	AN3.28
speech	simile of honey	AN3.28
speech	simile of new bride	AN4.73
speech	speaking much	AN5.214
speech	speaking right amount	AN5.214
speech	that increases unwholesome qualities	AN4.183
speech	that increases wholesome qualities	AN4.183
speech	timely	AN5.198
speech	timely or untimely	AN3.69
speech	topics of discussion	AN10.69
speech	topics of discussion	AN10.70
speech	topics of discussion	SN56.10
speech	true	AN5.214
speech	types of	MN21
speech	types of	MN58
speech	unwholesome root	AN3.69
speech	useful	AN5.214
speech	useless (tiracāna)	AN5.214
speech	useless (tiracāna)	AN10.69
speech	useless (tiracāna)	AN10.70
speech	useless (tiracāna)	SN56.10
speech	useless speech: results of	AN8.40
speech	useless: definition	DN2
speech	well spoken	AN5.198
speech	well spoken	SN2.1
speech	well spoken	SN7.16
speech	well spoken	SN8.5
speech	well spoken	SN8.6
speech	well spoken	SN11.5
speech	well spoken	Snp3.3
speech	well spoken	Snp3.3
speech	with loving-kindness	AN5.198
speech		xref wrong speech (micchāvacā)
wrong speech (micchāvacā)		AN10.176
wrong speech (micchāvacā)		AN10.211
wrong speech (micchāvacā)		MN60
wrong speech (micchāvacā)		MN117
speech		xref false speech
speech		xref harsh speech
speech	bad conduct	AN4.221
speech	bad conduct	AN4.222
refuges		Kp1
precepts, ten		Kp2
body	thirty-two parts	Kp3
food		Kp4
name and form		Kp4
feelings		Kp4
four noble truths		Kp4
aggregates		Kp4
sense fields		Kp4
enlightenment factors		Kp4
noble eightfold path		Kp4
abodes of beings	nine	Kp4
ten factors		Kp4
gods	asking questions	Kp5
blessings (maṅgala)		Kp5
association with people		Kp5
honor		Kp5
region	suitable	Kp5
merit (puññā)		Kp5
resolution/determination		Kp5
education		Kp5
discipline		Kp5
training		Kp5
speech	well-spoken	Kp5
parents	caring for	Kp5
children	caring for	Kp5
work		Kp5
giving (dāna)		Kp5
righteous conduct		Kp5
relatives		Kp5
actions	blameless	Kp5
evil	abandoning	Kp5
alcohol		Kp5
heedfulness (appamāda)		Kp5
respect		Kp5
humility		Kp5
contentment		Kp5
gratitude		Kp5
listening to Dhamma	timely	Kp5
patience		Kp5
admonishment	being easy to	Kp5
association	with wise	Kp5
Dhamma discussion	timely	Kp5
austerity		Kp5
celibacy		Kp5
four noble truths		Kp5
nibbāna		Kp5
worldly conditions		Kp5
sorrowlessness		Kp5
security (khema)		Kp5
offerings	to gods	Kp6
triple gem		Kp6
Buddha, the		Kp6
Dhamma		Kp6
Saṅgha		Kp6
concentration (samādhi)		Kp6
eight individuals		Kp6
four pairs of people		Kp6
Saṅgha	gifts to	Kp6
Saṅgha	simile of pillar	Kp6
stream-enterers	rebirth	Kp6
fetters (saṁyojana)	three lower	Kp6
six grave crimes (Chaccābhiṭhānāni abhabba)		Kp6
Dhamma teaching	simile of flowering forest	Kp6
nibbāna	simile of lamp going out	Kp6
departed relatives	sharing merit with	Kp7
departed relatives	compassion towards	Kp7
ghosts	sharing merit with	Kp7
ghost realm	qualities of	Kp7
merit sharing		Kp7
merit sharing	simile of flowing rain	Kp7
grieving		Kp7
Saṅgha	field of merit	Kp7
departed relatives	honoring	Kp7
departed relatives	duty towards	Kp7
merit (puññā)		Kp8
money	saving	Kp8
heirs		Kp8
giving (dāna)		Kp8
virtue	as merit	Kp8
restraint		Kp8
shrines (cetiya)		Kp8
parents	caring for	Kp8
sibling	caring for	Kp8
death (maraṇa)	leaving all behind	Kp8
merit (puññā) 	as true possession	Kp8
beauty		Kp8
sweet voice		Kp8
beauty		Kp8
leadership		Kp8
followers		Kp8
sovereignty		Kp8
wheel-turning monarchs		Kp8
heaven	vs. kingship	Kp8
merit (puññā)	as support for nibbāna	Kp8
good friends	as result of merit	Kp8
analytical knowledge (paṭisambhidā)		Kp8
paccekabuddha		Kp8
merit (puññā)	praised by wise	Kp8
speech	easy to speak to	Kp9
humility	as criterion for loving-kindness	Kp9
gentleness	as criterion for loving-kindness	Kp9
contentment	as criterion for loving-kindness	Kp9
business		Kp9
blame	by the wise	Kp9
loving-kindness (mettā)		Kp9
meditation	postures	Kp9
wrong views		Kp9
virtue	as criterion for loving-kindness	Kp9
intention		Dhp1
actions	results and	Dhp1
intention		Dhp2
actions	results and	Dhp2
grudge		Dhp3
accusation		Dhp3
grudge		Dhp4
hatred (dosa)		Dhp5
non-hatred		Dhp5
conflicts		Dhp6
Māra	attacks the lazy	Dhp7
Māra	simile of wind and weak tree	Dhp7
laziness		Dhp7
eating	immoderation	Dhp7
beautiful	sign of	Dhp7
Māra	cannot attack the energetic	Dhp8
energy		Dhp8
Māra	simile of wind and mountain	Dhp8
eating	restraint	Dhp8
robes	not worthy of	Dhp9
robes	worthy of	Dhp10
domain (gocarā)		Dhp11
domain (gocarā)		Dhp12
essential/inessential		Dhp11
essential/inessential		Dhp12
lust (rāga)	undeveloped mind	Dhp13
lust (rāga)	simile of rain and roof	Dhp13
lust (rāga)	developed mind	Dhp14
lust (rāga)	simile of rain and roof	Dhp14
bad actions	results of	Dhp15
bad actions	seeing results of	Dhp15
good actions	results of	Dhp16
good actions	seeing results of	Dhp16
bad actions	results of	Dhp17
bad actions	seeing results of	Dhp17
good actions	results of	Dhp18
good actions	seeing results of	Dhp18
recitation	as not enough	Dhp19
recitation	simile of cowherd	Dhp19
practicing	without recitation	Dhp20
deathless (amata)		Dhp21
heedfulness (appamāda)		Dhp21
heedlessness (pamāda)		Dhp21
heedfulness (appamāda)	rejoicing in	Dhp22
reputation		Dhp24
diligence		xref heedfulness (appamāda)
heedfulness (appamāda)	simile of island	Dhp25
heedfulness (appamāda)	as best treasure	Dhp26
heedfulness (appamāda)		Dhp chapter 2
heedfulness (appamāda)	simile of mountain-top	Dhp28
heedfulness (appamāda)	simile of swift horse	Dhp29
Sakka		Dhp31
heedfulness (appamāda)	as always praised	Dhp30
heedfulness (appamāda)	simile of fire	Dhp31
heedlessness (pamāda)	seeing fear in	Dhp31
heedlessness (pamāda)	seeing fear in	Dhp32
mind		Dhp chapter 3
mind	simile of arrow maker	Dhp33
mind	as hard to control	Dhp33
mind	as hard to control	Dhp34
mind	simile of fish	Dhp34
mind	tamed leads to happiness	Dhp35
mind	as subtle	Dhp36
mind	guarded leads to hppiness	Dhp36
faith (saddhā)	lack of prevents wisdom	Dhp37
body	like a pot	Dhp40
mind	simile of citadel	Dhp40
death (maraṇa)	comes quickly	Dhp41
mind	untrained worse than enemy	Dhp42
mind	trained better than family	Dhp43
body	simile of foam	Dhp46
death (maraṇa)	simile of flood	Dhp47
alms gatherer	simile of bee and flower	Dhp49
faultfinding		Dhp50
self examination		Dhp50
beautiful words without practicing	simile of flower 	Dhp51
beautiful words beneficial for the one who practices	simile of flower	Dhp52
good actions	simile of garland maker	Dhp53
reputation	simile of fragrance	Dhp54
virtue	as supreme fragrance	Dhp55
virtue	as supreme fragrance	Dhp56
Māra	cannot find the good	Dhp57
disciple of the Buddha	simile of lotus in mud	Dhp59
fool		Dhp chapter 5
fool	long in saṁsara	Dhp60
fool	don’t associate with	Dhp61
solitude	better than association with fools	Dhp61
possessions	not our own	Dhp62
self knowledge		Dhp63
association	with wise	Dhp64
association	with wise	Dhp65
fool	own worst enemy	Dhp66
regret		Dhp67-8
results of actions	delay in seeing	Dhp71
fame	danger of 	Dhp72
fool	seeking power	Dhp73
fool	seeking power	Dhp74
honor	non-delight in	Dhp75
friendship	showing faults	Dhp76
friendship		Dhp78
Dhamma	rejoicing in	Dhp79
sleep		Dhp79
self taming		Dhp80
self taming	simile of arrow maker	Dhp80
self taming	simile of irrigator	Dhp80
self taming	simile of carpenter	Dhp80
blame and praise	unaffected by	Dhp81
blame and praise	simile of rock	Dhp81
wise people	simile of lake	Dhp82
sadness and happiness		Dhp83
nibbāna	attained by few	Dhp85
Dhamma	well explained	Dhp86
renunciation		Dhp87
renunciation		Dhp88
mindful person	like swan leaving home	Dhp91
renunciation	like swan leaving home	Dhp91
arahant	like path of bird is hard to trace	Dhp92
storing up things		Dhp92
arahant	like path of bird is hard to trace	Dhp93
arahant	envied by gods	Dhp94
arahant	like clear lake	Dhp95
arahant	like earth is undisturbed	Dhp95
arahant	like post is steady	Dhp95
arahant	residence of	Dhp98
arahant	residence of	Dhp99
listening to Dhamma	small amount	Dhp100
listening to Dhamma	small amount	Dhp101
listening to Dhamma	small amount	Dhp102
self taming		Dhp103–5
honor	to the worthy	Dhp106–9
honor	result of giving	Dhp109
meditation	single day of	Dhp110–11
energy	single day of	Dhp112
bad actions	doing again and again	Dhp117
good actions	doing again and again	Dhp118
bad actions	results come slowly	Dhp119
good actions	results come slowly	Dhp120
bad actions	accumulating little by little	Dhp121
good actions	accumulating little by little	Dhp122
evil	simile of merchant	Dhp123
evil	simile of poison	Dhp123
bad actions	simile of poison	Dhp124
harming a good person	like dust thrown into the wind	Dhp125
karma	cannot escape results of 	Dhp127
death (maraṇa)	cannot escape  	Dhp128
killing		Dhp129
killing		Dhp130
death (maraṇa)	all fear	Dhp129
killing	thinking of others as oneself	Dhp129
killing	thinking of others as oneself	Dhp130
killing	result of	Dhp131
killing	result of	Dhp132
harsh speech	result of	Dhp133
conflicts	stopping	Dhp134
death (maraṇa)	simile of cowherd	Dhp135
violence	result of	Dhp137–40
ascetic practices	uselessness of	Dhp141
outward appearance deceiving		Dhp142
conscience	simile of horse and whip	Dhp143–44
self taming	simile of arrow maker	Dhp145
self taming	simile of irrigator	Dhp145
self taming	simile of carpenter	Dhp145
old age		Dhp chapter 11
urgency		Dhp146
perception of ugliness (asubhasañña)		Dhp147–50
foulness of body		xref perception of ugliness (asubhasañña)
bones	simile of gourds	Dhp149
impermanence		Dhp151
unlearned person	simile of ox	Dhp152
first verses of Buddha		Dhp153–54
rebirth		Dhp153–54
holy life	rejected in youth	Dhp155–54
old age	simile of cranes	Dhp155 
old age	simile of arrows	Dhp156
self taming		Dhp159–60
evil actions	harming oneself	Dhp161
results of actions	simile of diamond grinding	Dhp161
evil actions	harming oneself	Dhp162
immorality	simile of creeper	Dhp162
bad actions	easy to do	Dhp163
good actions	hard to do	Dhp163
evil actions	harming oneself	Dhp164
results of actions	simile of bamboo	Dhp164
self reliance		Dhp165
self sacrifice	not neglecting ones own good	Dhp166
sleep		Dhp168–69
energy		Dhp168
world	simile of bubble	Dhp170
world	simile of mirage	Dhp170
heedfulness (appamāda)	simile of moon	Dhp172–73
heaven	simile of bird and net	Dhp174
heaven	few reborn in	Dhp174
lying		Dhp176
giving (dāna)	praised by wise	Dhp177
stream-enterers	better than heaven	Dhp178
Buddha, the		Dhp chapter 14 
Buddha, the	envied by gods	Dhp181
human birth	rarity of	Dhp182
Buddhas	rarity of	Dhp182
Dhamma	in brief	Dhp183
patience	as austerity	Dhp184
Dhamma	in brief	Dhp185
sense pleasures in general	as insatiable	Dhp186
refuges	false	Dhp188–89
refuges	seeing noble truths	Dhp190–92
honor	to the worthy	Dhp195–96
merit (puññā)	by honoring	Dhp195–96
happiness		Dhp chapter 15
love (non-hatred)		Dhp197
contentment		Dhp199–200
victory and defeat		Dhp201
greed	as fire	Dhp202
hatred (dosa)	as crime	Dhp202
aggregates	as suffering	Dhp202
hunger	as illness	Dhp203
health	as blessing	Dhp204
contentment	as wealth	Dhp204
association	with wise	Dhp206–7
association 	with fools	Dhp207
association 	simile of moon and stars	Dhp208
priorities		Dhp209
jealousy		Dhp209
association 	with loved and unloved	Dhp210
love (piya)		Dhp chapter 16
loved ones	clinging to	Dhp211–12
attachment	as source of sorrow	Dhp214
craving (taṇha)	as source of sorrow	Dhp215
good actions	rebirth	Dhp219–20
anger (kodha)		Dhp chapter 17
anger (kodha)	simile of charioteer	Dhp222
anger (kodha)	keep in check	Dhp222
anger (kodha)	overcoming	Dhp223
stinginess	overcoming	Dhp223
lying	overcoming	Dhp223
giving (dāna)	rebirth in heaven	Dhp224
truth	rebirth in heaven	Dhp224
